Date,Omega,Alpha,Beta,Eta,d,Mu
2015-04-15,1.2506926569057424,0.0014691491179213716,0.9325124788526368,0.12425666585955422,10.241298876435417,0.26506916979677597
2015-04-16,1.2471745690266953,0.0013636914384581053,0.9325862392331503,0.12433680388174674,10.218596400958209,0.2710341639606817
2015-04-17,1.2530837647528452,0.0013768504259597308,0.932429976233421,0.12482200911544797,10.245723744194825,0.2671256732228849
2015-04-20,1.266063718338422,0.001558310962162134,0.9318858791810519,0.12574231423881477,10.249820761526731,0.26332089140409065
2015-04-21,1.2654096719235313,0.0015120802406322085,0.9319651165268146,0.1256373966807336,10.249577912006982,0.2628115293834923
2015-04-22,1.2593327063694364,0.0015766965818375007,0.9321303390038633,0.12517824194161872,10.244160636172383,0.26255903257481783
2015-04-23,1.2543363095276718,0.001474474733688892,0.9323163078464691,0.12496094892344224,10.242960067525207,0.2667631990056972
2015-04-24,1.2496952769419116,0.0013455043833982313,0.9325541934136289,0.12470000277815547,10.243703368392445,0.26819515802701704
2015-04-27,1.24813314742365,0.0013269111186566464,0.9325581300246409,0.12469073226468975,10.261761474779611,0.2710893883695671
2015-04-28,1.2481331071358073,0.0013269060264345465,0.9325569879111493,0.12469025374514645,10.261761454167226,0.2710893804056912
2015-04-29,1.244779561828961,0.0012734238326051295,0.932749003150494,0.12436252055192769,10.278396764950992,0.2695138770131813
2015-04-30,1.2448334626951985,0.0012205107874880376,0.9328033807464463,0.12448226318555354,10.278281685852953,0.2677156233704614
2015-05-04,1.2448876673825533,0.0012191683476728958,0.9328727400894796,0.12434534514427577,10.278294269771159,0.26783091651554625
2015-05-05,1.241325462788125,0.0011484047179106493,0.9329090963390927,0.12431127061696755,10.283368549698526,0.2712193161669505
2015-05-06,1.2438912993854359,0.0010754655310266626,0.9328649535449717,0.12466690605734305,10.31324271171989,0.26854979455067024
2015-05-07,1.2406017900533068,0.0010339880107337585,0.9330021161781155,0.1244089364004914,10.320493025688666,0.27157578966565554
2015-05-08,1.2362289478755426,0.0010035106781388513,0.9331012984890232,0.12423105109891737,10.277222998305584,0.277195811118789
2015-05-11,1.2406166515516415,0.0010434397629884235,0.9329760008624859,0.12443801661327855,10.321402229877231,0.2794140938982417
2015-05-12,1.2375195212261565,0.000987038192144473,0.9330043024818065,0.1244509911471524,10.30112832019827,0.27750296685698556
2015-05-13,1.237039656678125,0.0009601303671070423,0.9330832400015225,0.12431186883244043,10.301169715458332,0.2771429173656554
2015-05-14,1.2335381910991101,0.00095927183336557,0.9331623542399164,0.12409513524909525,10.277684039763473,0.2819658371854746
2015-05-15,1.2350082054511156,0.0010036725244136487,0.933140727675507,0.12405119217420758,10.28193792365422,0.2830200162896773
2015-05-18,1.234307619374664,0.0009759766257759882,0.9331265013864043,0.12410532921962505,10.283230211315832,0.2799133520339628
2015-05-19,1.2353175304314252,0.0010134551805858574,0.9331255432007675,0.12399016709068876,10.302571727607639,0.27799997271027516
2015-05-20,1.2322805116811135,0.0009439311624480356,0.933196302512112,0.12396359692514099,10.341261816674793,0.28191216531946034
2015-05-21,1.2317029043931813,0.0009853680786419815,0.9331483701833904,0.12392749485635574,10.313806518559892,0.2857506710344497
2015-05-22,1.2360291235954355,0.0011425684481126078,0.9330300140424241,0.12382620356694121,10.314399258219561,0.284361550663454
2015-05-26,1.2352188768810053,0.0010976710950423246,0.9329755434979071,0.1239795924097538,10.31296340803814,0.2839591699141949
2015-05-27,1.2336017611170857,0.0008619469553707608,0.9333422496119924,0.1239506426041901,10.269271611544532,0.27620292881758407
2015-05-28,1.2334662925933404,0.0008074091325459915,0.9332974468772418,0.12416082187173925,10.311588989154203,0.2776194614337366
2015-05-29,1.2332885376328264,0.0008197722649216084,0.9333113150768653,0.12411997648486775,10.311695344361869,0.2744106559485272
2015-06-01,1.2341215907206713,0.0008249407578251457,0.9332746138364081,0.12419624732821315,10.311872139200506,0.27502989234181474
2015-06-02,1.238914169745482,0.0009401570855711811,0.9332457106008534,0.12400949773613644,10.293054396031293,0.27051446225615833
2015-06-03,1.2368690763095191,0.0008266181074455136,0.9333169677978232,0.124089231436245,10.291248256639,0.2686789308368586
2015-06-04,1.2353565977391532,0.000834830567228014,0.9333157323571949,0.12402120528849912,10.3026269125564,0.27170892609771813
2015-06-05,1.2376295050665036,0.0008934037448320897,0.9332588871394313,0.1240044158363061,10.30853873637081,0.2685924202067697
2015-06-08,1.240204070873296,0.0008839600865244434,0.9332241686229825,0.12414238598167897,10.354630646945678,0.2631019991591331
2015-06-09,1.24328553005403,0.0009288384071780948,0.9331438089425375,0.12423585942094051,10.367572738782252,0.258517457501071
2015-06-10,1.2426125978165128,0.0009934237570191024,0.9330817987004358,0.124175393919994,10.361461463607519,0.2610861073732108
2015-06-11,1.2439872202384799,0.0010365372676580712,0.933011402696743,0.1242814584232889,10.361779986147436,0.2638247518027448
2015-06-12,1.2404453702284242,0.001047551891923146,0.9329834208437807,0.12422043824735846,10.398595804027563,0.2667373416979111
2015-06-15,1.2454460674704126,0.0011716780590879839,0.9328698893711492,0.12428910784408755,10.380529282962456,0.25847438630291897
2015-06-16,1.2453110319234708,0.0009107045494106717,0.9329716459469963,0.12470429791946103,10.427174342068273,0.2558019197410896
2015-06-17,1.2466649546491035,0.0010038797925057874,0.9329042132269628,0.12465564034505096,10.414600192086157,0.25227762099023
2015-06-18,1.2467001744231951,0.0010098712810443413,0.9328597679235839,0.12471136509677075,10.414605826879079,0.2522835204176669
2015-06-19,1.2501210209921871,0.0011505487521682504,0.9326999908841579,0.12480084563389392,10.389417432763956,0.24656782043773048
2015-06-22,1.250860603364075,0.00077303619756515,0.9329159220634242,0.12512079356327235,10.357438109339238,0.2437485344441762
2015-06-23,1.2457112984936158,0.0004358005490642025,0.9330030723074942,0.12590947702701347,10.23214671449702,0.25441442240988527
2015-06-24,1.2405446694763649,0.0003778051333044533,0.9330850476419625,0.12575504941352986,10.2471208334994,0.2615652654500796
2015-06-25,1.2459150650380928,0.0004971856332541526,0.9330322971904039,0.1257742653017109,10.12945028855099,0.2629552443230807
2015-06-26,1.2319343819995077,0.0001675183995193541,0.9334895766656964,0.12516831170829382,10.212052831909311,0.26828738049420825
2015-06-29,1.230385493930903,0.000242260396034523,0.9337277794674558,0.12460440043337193,10.130062955568775,0.26859338463877375
2015-06-30,1.2263949706296415,0.0006603408622194856,0.9333036381957632,0.12530247997533622,9.82528663909075,0.2699034758047682
2015-07-01,1.2242597695823665,0.0005733415312607194,0.9335404047671121,0.12499523944516117,9.782990637283868,0.2664210847884041
2015-07-02,1.224338692988739,0.0008282915534778422,0.9333596911577728,0.12484412273055767,9.825128203805205,0.26733202651875243
2015-07-03,1.2215766137294974,0.000760052097815254,0.9335048465267141,0.12462875714334705,9.81917215229069,0.2691562499615112
2015-07-06,1.2168048799986426,0.0006497161029068511,0.9338093671715383,0.12418012417323714,9.818564688676373,0.27009830605090474
2015-07-07,1.2247411600812412,0.0007889413081639385,0.9333498841470147,0.12495262074985902,9.859832664121557,0.2671576309357512
2015-07-08,1.2260278640416187,0.0008054471460526728,0.9332937148309942,0.12504404156358448,9.888474601462526,0.2659921408301461
2015-07-09,1.2257772431970384,0.000792779837105576,0.9333755134634549,0.12487075106241413,9.887982603901998,0.2632672543731902
2015-07-10,1.2267118164278825,0.0008316881599311554,0.9332022064555738,0.12519797234311836,9.88770413558267,0.26650125152433407
2015-07-13,1.2274698001128177,0.0008965760383344135,0.9330725319622105,0.1253690536510696,9.928601733286436,0.2681233805476916
2015-07-14,1.2273667732656173,0.0009337030647575381,0.933012434918434,0.12536742332346293,9.962044376476072,0.26964208575318743
2015-07-15,1.2251811853254604,0.0008711549206223225,0.9331044584834938,0.12523180732547898,9.932048576877197,0.2737621885550273
2015-07-16,1.2214731924950084,0.000842650786319527,0.9333344254502393,0.12474357951411012,9.917922893586194,0.2753864060979455
2015-07-17,1.2255562204624415,0.0008665583615107461,0.9331525825828668,0.12507956834161327,9.920430112098202,0.27223842183999647
2015-07-20,1.2299531708221214,0.0007881487019403875,0.9331920930290395,0.12504942244057887,9.999270866292598,0.2658340289767814
2015-07-21,1.229467124707709,0.0012806495606886624,0.9329046200033262,0.12460387784684393,9.987667681442762,0.2704067207249927
2015-07-22,1.2291058760033637,0.0011846431093336762,0.9330019963017,0.12454601632371233,9.986623579491132,0.27252600536086996
2015-07-23,1.2319119963770604,0.0011947036562150555,0.9329483325569162,0.1245759815551286,9.986291204726246,0.2715186171796666
2015-07-24,1.2319437725285767,0.0012300292855991581,0.9329008515044906,0.12455354556394958,9.98629381403287,0.2715410043299026
2015-07-27,1.2319698214126942,0.0012354432794979158,0.932900284874964,0.12451164466494627,9.986298471358344,0.27152569262649456
2015-07-28,1.2366988819882774,0.0012146543562679341,0.9329044920547017,0.12460529211729285,10.041942691843307,0.26322754051371067
2015-07-29,1.2366993636907206,0.001223372633508065,0.9328961882195022,0.1245973122968824,10.04194346448635,0.2632276123012983
2015-07-30,1.2363339920980911,0.001254603011168441,0.9328437911015102,0.12457497964930894,10.012915056055968,0.2682026696808248
2015-07-31,1.2302809349084258,0.001112526842327021,0.9331500372654117,0.12408411255315747,10.029785542752675,0.2755768496100721
2015-08-03,1.2478368229494183,0.0010226404029432697,0.9328868397847736,0.12479055863008634,10.080491784161293,0.2823180399031844
2015-08-04,1.2605042901406862,0.0015918106536102936,0.9315867903721065,0.12649209474871134,9.996677131942024,0.2745622589426501
2015-08-05,1.2595329435020857,0.001509779259079168,0.9317392141512066,0.12639425166495472,9.99728190169466,0.27001448163688097
2015-08-06,1.2590314109566456,0.0015058911478749125,0.9318138670874889,0.12620945480070658,10.00877607348706,0.26916169023905795
2015-08-07,1.261224461776599,0.0015587792345974974,0.9317962303039149,0.12607486976719007,10.016817658470682,0.26741077510318545
2015-08-10,1.2607416848897182,0.0015554884452937284,0.931837096325685,0.12594788059659878,10.016669983229441,0.26815298798916204
2015-08-11,1.2607556099403416,0.0014884026525083202,0.9319175705347287,0.12587373750015163,10.036681171852065,0.26949080855852076
2015-08-12,1.2638526335083489,0.0015637626109842426,0.9317769783447136,0.12598334510849063,10.055044826516191,0.26718165769827656
2015-08-13,1.2558642825723407,0.001229979335897972,0.9322910535107568,0.12580714953888655,10.056767158856434,0.26093130222452837
2015-08-14,1.2528520319549545,0.001248857503226176,0.9323540269904644,0.12557373057112198,10.049355182683415,0.2652087072118946
2015-08-17,1.2546422096775944,0.001181990979500407,0.9324990810062662,0.12537646747559392,10.049335706543793,0.2621770149198604
2015-08-18,1.256529848740478,0.0013218323387216876,0.9323040219027526,0.12547101914145892,10.050242302189423,0.2617254316774002
2015-08-19,1.2570111538486972,0.0013676537768864746,0.9322883227699282,0.1253437705428517,10.051321036114672,0.2624633004997604
2015-08-20,1.2584211658689157,0.0013987523095631428,0.932264778041478,0.12528491344728754,10.082427415327398,0.2613448754334953
2015-08-21,1.2562284612099137,0.0012573080955545612,0.9324086439177734,0.12536449676664302,10.123221149934283,0.25807752819771324
2015-08-24,1.2587229142031002,0.0011256646321902166,0.9323941313118159,0.12585272801906025,10.131043187505192,0.25101875983772187
2015-08-25,1.2678519802676085,0.0010199645731005552,0.9320189267297805,0.12714925952531902,10.112818817433924,0.2461968993460695
2015-08-26,1.2740987355779017,0.0011053656658592547,0.9315742618211384,0.12798899921469087,10.153562800407556,0.2478022032205023
2015-08-27,1.2746346397583357,0.0010648326076358023,0.9316983364877827,0.12785420676875695,10.110514946353685,0.24190433578385334
2015-08-28,1.2742863444558614,0.0010661655523861574,0.931626181011263,0.12797699149494823,10.13118871700401,0.2456141469243681
2015-08-31,1.273598122675817,0.0009638938313314314,0.9318288322693686,0.12772697750550419,10.119389201081828,0.2421440145765446
2015-09-01,1.2690807617326036,0.0009455530881498531,0.9319094259481592,0.12753563254077288,10.063035627638259,0.2495632340811704
2015-09-02,1.2617918811160826,0.0005567664433689084,0.9324209401488882,0.12724347898668123,10.100285103281577,0.25703193421328374
2015-09-03,1.2725353322565907,0.00046976737826850436,0.9322339247686469,0.12784369702448406,10.108128069729313,0.2571652590681767
2015-09-04,1.2866382453194838,0.0011576678549774144,0.9309148409449527,0.12936576177675957,10.007519030941479,0.25494553594834907
2015-09-07,1.2862286226970203,0.0010010200798948857,0.9310824764939875,0.12942323751188534,10.028325989658365,0.2508228135827978
2015-09-08,1.2833654833723995,0.0011244934479425527,0.9311147556111331,0.129057763028182,9.999575865542164,0.25310502068150864
2015-09-09,1.2800471029052076,0.0009303328749746225,0.9314172383280421,0.12874981773702185,10.022468979224183,0.2553838358616009
2015-09-10,1.2821517912944882,0.000948420551974046,0.9313974448524586,0.12877889630611541,9.977713017876429,0.25193181211246674
2015-09-11,1.2816475495134936,0.0010925212560688158,0.9314408936992017,0.12837088993117632,9.993968787327983,0.24930309142781623
2015-09-14,1.2822231624895808,0.0010154755987163953,0.9316214576657308,0.1281439450219027,9.970886390994268,0.24490072092205403
2015-09-15,1.2840106596839715,0.0011423812449016118,0.9316643810151127,0.12778325723418366,9.970224234183021,0.24005308762034444
2015-09-16,1.2819540675587509,0.0012617527580579678,0.9317123990471406,0.12738834798562737,9.969674902489004,0.24124615690483617
2015-09-17,1.2821913994720995,0.0012098795501230579,0.9318436643565587,0.12713318116199976,9.969655316385344,0.24126774640746662
2015-09-18,1.2829368827708707,0.0011608458673291828,0.9319549352210338,0.12694037838962616,9.970252164976298,0.24045251220208266
2015-09-21,1.2763602113068138,0.0009217709189257138,0.9323026231872091,0.12679591925463748,10.02253431935218,0.23797076537964312
2015-09-22,1.2770731941163183,0.0008817773446603169,0.932425199557556,0.12655225191357414,10.032605199428005,0.23716937220264545
2015-09-23,1.27532565360924,0.0007683051473458168,0.9325389868612447,0.12657628730773982,10.070860847724802,0.2357490882274106
2015-09-24,1.2763380900722079,0.0007287950346171027,0.9326508508112792,0.12639878375444008,10.070571819791658,0.2324843856710521
2015-09-25,1.2792801226041297,0.0007454156696984248,0.9326920694042679,0.12630380317326273,10.046344840831289,0.22662827293246623
