Date,Omega,Alpha,Beta,d,Mu,FSI,VSTOXX
2015-04-15,0.30164512042549463,0.08630391269035202,0.9092173278633331,8.59111977537668,0.5927230927016797,0.31437805694040805,0.09636809114705781
2015-04-16,0.30581298446856847,0.08630197902119838,0.9092444430363242,8.56684251425319,0.5994116946910942,0.3154870192624949,0.09617772119499497
2015-04-17,0.2757584979918229,0.08640476136481323,0.9092334233881376,8.581340489003784,0.5957530293361429,0.30901461799784663,0.09748134721354383
2015-04-20,0.22444406238327486,0.08691702360606372,0.9087979087975813,8.58958071583004,0.5927593335236088,0.30036619087169614,0.10049495537953905
2015-04-21,0.22793548469235766,0.08688480354613448,0.9088483941608948,8.572979989199775,0.5925968428010544,0.30131290739840955,0.10030400882034786
2015-04-22,0.20217356879538978,0.08662877093230706,0.9090799669733318,8.592049588920968,0.5894376515983024,0.2976978769730281,0.10128115882653811
2015-04-23,0.2123121934446533,0.08675785685206937,0.908961394632411,8.576650249332584,0.5951538187326287,0.2991941003391324,0.10093152829396346
2015-04-24,0.21225844154589918,0.08647068872863985,0.9092220663182673,8.576813626222874,0.5967455195476865,0.2996010688282835,0.1006529388883322
2015-04-27,0.20958701009075195,0.08644257191367155,0.9092313814313289,8.595749780275403,0.6002302780527857,0.2988059524923611,0.10073720325480309
2015-04-28,0.2105524922668617,0.08633878244561224,0.9093398482492018,8.591140939067387,0.6003915875249454,0.29911908831563716,0.10058861790785967
2015-04-29,0.21025157122687155,0.08619377925480672,0.9094507987543061,8.591803862484834,0.5974937641814105,0.30026492913503616,0.10067636021894227
2015-04-30,0.18976341422399856,0.08635767322694436,0.9093590587243665,8.602335861588301,0.5966535941508614,0.29583141205710983,0.10156710554808275
2015-05-04,0.17666830533826708,0.0861510119841329,0.9095098705700897,8.61478108466223,0.5980248877152682,0.2952525754322559,0.10227787123347402
2015-05-05,0.20172902760201863,0.08614046547542277,0.9095172160427227,8.601837652994636,0.6001839239193143,0.29869107550204266,0.10095874448332263
2015-05-06,0.1431382822974065,0.08624206367549239,0.9094776953705556,8.616418023010937,0.5979157826718564,0.28834857934086333,0.10373259245377522
2015-05-07,0.13983581052817762,0.08608254951669701,0.9096091130908028,8.619320569956693,0.6012825137232455,0.2881597531266054,0.10380396509723908
2015-05-08,0.14772009713405115,0.08601163299168102,0.9096945331022789,8.589230453315011,0.6073801333197301,0.28971484747604037,0.10335451087912777
2015-05-11,0.08541925154248495,0.08617213957030395,0.9094728561800665,8.622049414015688,0.6099552558247324,0.2833644919115295,0.10717138610492433
2015-05-12,0.13329360563436984,0.08612855920776097,0.9095445570232236,8.609229408372734,0.6092329175408344,0.28875539625108576,0.10440032374108918
2015-05-13,0.13368532515079087,0.08602382159604151,0.9096265611402508,8.609559029213855,0.6088834840806383,0.28921265749481034,0.10434139257113295
2015-05-14,0.14181979441074768,0.08595566647602075,0.9096820883562943,8.58161004337507,0.6140437036259861,0.2918650951385394,0.1041021004707155
2015-05-15,0.10737656568714642,0.08599936421724359,0.9095875321972987,8.584047557244157,0.6146262476164364,0.2890720883102231,0.10632217530760105
2015-05-18,0.11023148991316496,0.08602321693949921,0.9095428880870603,8.583582443873459,0.6115458600483173,0.28944201173217304,0.10620005800323362
2015-05-19,0.14529887698388244,0.08596425229018409,0.9095834367252116,8.600076623438575,0.6093522052940271,0.29455958996504106,0.10440403159189234
2015-05-20,0.13161478483989614,0.08587288709031421,0.9096842017969055,8.63063883595686,0.6142293329502856,0.291159576970886,0.10480017319417395
2015-05-21,0.14740614602502278,0.08586274431772034,0.90969055730707,8.601340767008976,0.6192847540083996,0.2946858214615734,0.10415440349039619
2015-05-22,0.13271973118314778,0.08591795997044631,0.9095626063427217,8.59900129878039,0.6169531871197994,0.2958032392749046,0.1055400673288492
2015-05-26,0.16009932617274855,0.08596551269974137,0.9095225267147321,8.588711169055765,0.6185121768971118,0.2993114131501709,0.1040679923296155
2015-05-27,0.08745507261137316,0.08567511735210721,0.9099306825063058,8.55349151366602,0.6077076194324448,0.28535163218274184,0.10699467762705282
2015-05-28,1e-12,0.08600875197521751,0.9095277715029265,8.591020760923502,0.6106210142045485,0.2757201868865084,0.11243087135724474
2015-05-29,0.012126895581360334,0.08590005485803938,0.909702046855118,8.580546432498448,0.6059103221676941,0.2727907777894225,0.1108074645059862
2015-06-01,0.009024909478764153,0.08593917178848534,0.9096556915959501,8.587330519308582,0.6059371925996015,0.2734046061505942,0.11119969038475669
2015-06-02,0.004293793249031312,0.08586906014216361,0.9096848325556989,8.559225236253988,0.6011209734970127,0.2750970853256606,0.11183567216325363
2015-06-03,1.0000007188352782e-12,0.08594954672193027,0.9095607771609165,8.559511072787618,0.5996916993571477,0.2773673134749847,0.11266348066379045
2015-06-04,1.000000160952208e-12,0.08590705650800351,0.9096054248443178,8.565822833031989,0.6025111014333587,0.2762775239368475,0.11239429974567679
2015-06-05,0.0010588181724862737,0.08578679362643105,0.9097077132307005,8.57068719400757,0.5995623626937067,0.2754135811871699,0.11205074518386113
2015-06-08,0.0010584674872409698,0.085814935273907,0.9097049293719264,8.571820465938575,0.5939314887829997,0.2761112427497521,0.1121780685748827
2015-06-09,1.0000010521065667e-12,0.08575509922186156,0.9097102043753982,8.619194208095976,0.5888002696301766,0.2752196459136451,0.1122083424455302
2015-06-10,0.00041258337329374596,0.08572021235260503,0.9097131915626977,8.607488057531,0.5905932272922596,0.2763622870363129,0.11230112051000755
2015-06-11,1.00000000002477e-12,0.0857606608777092,0.9097090013282119,8.639932903025173,0.5944030227520264,0.27467894988517827,0.11217352340387449
2015-06-12,1.0000000000006143e-12,0.08571086078910962,0.9097660368678019,8.64066202315161,0.5984770952735868,0.2728592370530693,0.11172487372124078
2015-06-15,1.0000003804306473e-12,0.08578878813426903,0.9097123364847833,8.627519552223676,0.5906502063462408,0.2727016489212037,0.11177320115197967
2015-06-16,1.000000678766889e-12,0.08593208950462496,0.9095906822505017,8.654677279098792,0.5882228303910264,0.27421495289379455,0.11229830319313444
2015-06-17,1e-12,0.08573103421972465,0.9098386202876431,8.64924304394534,0.5847194056890754,0.26899481099884587,0.11107650046237405
2015-06-18,2.868968599084761e-07,0.08572043825527524,0.9098391808992304,8.649291803222562,0.5846379638717564,0.26897037872617596,0.11099612004856521
2015-06-19,0.05539474579268297,0.08574569967903169,0.9098909604808001,8.635193069283217,0.5796118780275905,0.274172466114662,0.10761798907556927
2015-06-22,0.05500495215781314,0.08558967591048161,0.910006828990992,8.613089938141464,0.5781712505240201,0.27713394206376046,0.10799400154954726
2015-06-23,3.6084678663796294e-10,0.08567569679758388,0.9101567968067328,8.52981844859545,0.5886575247596499,0.2647271732948057,0.11003501522102462
2015-06-24,1e-12,0.08550538340838633,0.9103554613973728,8.508112390382065,0.5947538200574622,0.26210207477914155,0.10933809758288034
2015-06-25,1.000008863377289e-12,0.08503918007492843,0.9107960850575633,8.487686025931058,0.5957944021426014,0.2640291967178801,0.109160252583214
2015-06-26,1e-12,0.08506696975318971,0.9107728774213647,8.467496307060717,0.6009391985698692,0.26061127497450776,0.10868329925528936
2015-06-29,1.0000000012666134e-12,0.08476002131894711,0.9110759740164857,8.444654829273667,0.6000256706758422,0.2622540657205425,0.10856126873573203
2015-06-30,1.0000054873167332e-12,0.08581051198793813,0.9103632730109905,8.334420640565467,0.5965995241357607,0.26315510144781934,0.10934907344605921
2015-07-01,1e-12,0.08558492580839953,0.9105727934296916,8.299588746231528,0.5922149378206262,0.2633017675567125,0.10922465380981729
2015-07-02,1.0000000000818777e-12,0.08568894603925553,0.9105052886998076,8.321609238921516,0.5913991545013836,0.26653813923359504,0.10964166385765456
2015-07-03,1.00000419022595e-12,0.08608170019246253,0.9100951357140448,8.318870727945017,0.5936271724633835,0.2656943482725281,0.11000057016128394
